StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,prolificid,moral_concern_1_1,moral_concern_1_2,moral_concern_1_3,moral_concern_1_4,moral_concern_1_5,moral_concern_1_6,moral_concern_1_7,moral_concern_1_8,moral_concern_1_9,moral_concern_1_10,moral_concern_1_11,moral_concern_1_12,moral_concern_1_13,moral_concern_1_14,moral_concern_1_15,moral_concern_1_16,moral_concern_1_17,moral_concern_1_18,moral_concern_1_19,moral_concern_1_20,moral_concern_1_21,moral_concern_1_22,moral_concern_1_23,moral_concern_1_24,moral_concern_1_25,moral_concern_1_26,moral_concern_1_27,moral_concern_1_28,moral_concern_1_29,moral_concern_1_30,moral_concern_1_31,moral_concern_1_32,moral_concern_1_33,moral_concern_1_34,moral_concern_1_35,moral_concern_1_36,moral_concern_1_37,moral_concern_1_38,moral_concern_1_39,moral_concern_1_40,moral_concern_1_41,moral_concern_1_42,moral_concern_1_43,moral_concern_1_44,moral_concern_1_45,moral_concern_1_46,moral_concern_1_47,moral_concern_1_48,moral_concern_1_49,moral_concern_1_50,moral_concern_1_51,moral_concern_1_52,moral_concern_1_53,moral_concern_1_54,moral-concern_2_1,moral-concern_2_2,moral-concern_2_3,moral-concern_2_4,moral-concern_2_5,moral-concern_2_6,moral-concern_2_7,moral-concern_2_8,moral-concern_2_9,moral-concern_2_10,moral-concern_2_11,moral-concern_2_12,moral-concern_2_13,moral-concern_2_14,moral-concern_2_15,moral-concern_2_16,moral-concern_2_17,moral-concern_2_18,moral-concern_2_19,moral-concern_2_20,moral-concern_2_21,moral-concern_2_22,moral-concern_2_23,moral-concern_2_24,moral-concern_2_25,moral-concern_2_26,moral-concern_2_27,moral-concern_2_28,moral-concern_2_29,moral-concern_2_30,moral-concern_2_31,moral-concern_2_32,moral-concern_2_33,moral-concern_2_34,moral-concern_2_35,moral-concern_2_36,moral-concern_2_37,moral-concern_2_38,moral-concern_2_39,moral-concern_2_40,moral-concern_2_41,moral-concern_2_42,moral-concern_2_43,moral-concern_2_44,moral-concern_2_45,moral-concern_2_46,moral-concern_2_47,moral-concern_2_48,moral-concern_2_49,moral-concern_2_50,moral-concern_2_51,moral-concern_2_52,moral-concern_2_53,moral-concern_2_54,reduce_meat_1,reduce_meat_2,reduce_meat_3,reduce_meat_4,reduce_meat_5,reduce_meat_6,reduce_meat_7,reduce_meat_8,reduce_meat_9,reduce_meat_10,diet,diet_5_TEXT,breakfast_meat,lunch_meat,dinner_meat,age,gender,gender_9_TEXT,nationality,religious,politics,comment
09-04-21 23:34,09-04-21 23:38,0,100,270,1,09-04-21 23:38,R_3J8FGybTsIhN3iX,NA,NA,NA,NA,anonymous,EN,5d487f57a1cf350016cb3c76,7,7,8,7,6,5,7,7,6,5,5,7,2,4,4,4,5,3,5,7,8,8,6,4,7,3,4,8,4,9,9,9,9,8,9,9,9,6,8,8,9,9,9,9,7,1,4,1,5,7,5,5,7,6,9,4,4,6,4,3,5,6,7,5,7,2,3,2,2,6,2,4,5,5,8,6,5,4,3,2,2,7,6,3,9,8,9,9,9,9,9,9,9,7,9,9,9,9,9,1,1,1,6,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,,1,8,8,26,1,,185,1,-1,thank you!
09-04-21 23:31,09-04-21 23:39,0,100,468,1,09-04-21 23:39,R_2Ymh1dj5eJz8x7o,NA,NA,NA,NA,anonymous,EN,5f73b573bd10e212e7fe8a35,7,5,5,2,1,2,2,2,2,1,1,7,1,1,1,2,3,1,3,3,5,5,1,1,1,1,3,3,2,5,9,8,9,7,7,7,7,1,6,6,8,5,7,7,5,1,1,1,4,2,2,4,6,2,6,5,3,2,1,2,2,2,2,1,1,6,1,1,1,2,1,1,1,4,3,2,1,1,1,1,1,3,2,3,9,8,9,7,7,7,6,1,3,6,7,5,6,6,6,1,1,1,3,2,2,4,5,2,2,2,2,2,2,1,1,1,1,1,1,,6,6,4,32,1,,185,0,1,"All good, kudos"
09-04-21 23:33,09-04-21 23:39,0,100,373,1,09-04-21 23:39,R_tQl6Snihts5HXdD,NA,NA,NA,NA,anonymous,EN,5ee0f3652ef80a48416761fe,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,9,9,9,5,5,3,5,5,5,2,6,9,9,9,4,1,1,1,4,1,1,5,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,5,5,3,4,4,4,2,5,9,9,9,5,1,1,1,3,1,1,5,4,1,2,2,2,2,2,2,2,2,2,1,2,,1,2,3,22,0,,185,0,0,
09-04-21 23:32,09-04-21 23:40,0,100,429,1,09-04-21 23:40,R_6inqOhuXTaFFlV7,NA,NA,NA,NA,anonymous,EN,5f480b6311a040293ace095a,4,8,4,2,6,6,3,4,4,3,2,2,2,2,2,6,3,2,2,4,3,3,4,3,4,2,3,4,8,6,8,7,9,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,5,6,2,4,8,4,3,6,4,3,4,4,3,2,3,2,2,2,6,2,2,2,2,3,3,4,3,3,2,2,3,6,6,8,7,9,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,,1,4,8,24,0,,185,0,-3,
09-04-21 23:27,09-04-21 23:40,0,100,736,1,09-04-21 23:40,R_2t4CUBX6CzAWWGQ,NA,NA,NA,NA,anonymous,EN,5dff5b1d1d6b46b99a4c3c5f,9,8,7,7,8,8,6,7,6,5,6,8,5,6,5,7,6,4,6,7,7,7,8,6,6,5,7,7,8,7,9,9,9,7,8,8,8,8,8,6,8,8,8,9,8,2,4,2,3,3,3,5,6,3,8,7,7,7,8,8,7,7,7,6,6,8,5,6,6,7,6,5,7,8,7,7,7,6,6,5,7,8,8,7,9,9,9,8,8,8,9,8,8,6,8,9,9,9,9,2,3,2,3,3,3,6,5,3,2,2,2,2,2,2,2,2,2,2,4,,1,1,1,48,1,,185,1,-1,
09-04-21 23:29,09-04-21 23:40,0,100,626,1,09-04-21 23:40,R_3qmPhOlTSroS5N2,NA,NA,NA,NA,anonymous,EN,5f9c6ca8d0b42910be3ef9ea,5,4,4,4,4,4,4,4,3,3,5,3,2,2,2,3,4,2,3,4,5,4,4,3,3,3,3,3,4,4,9,9,9,6,6,6,6,6,6,6,6,7,6,6,6,1,1,1,4,3,5,6,7,7,5,5,4,3,3,3,3,3,4,3,4,2,2,2,2,3,3,2,3,3,4,4,5,3,2,3,3,4,4,4,9,9,9,6,6,6,6,6,6,6,6,7,6,6,6,1,1,1,4,4,4,4,4,5,2,2,2,2,1,1,1,1,1,1,5,All Food Group,1,3,4,24,1,,170,0,0,
09-04-21 23:24,09-04-21 23:40,0,100,999,1,09-04-21 23:40,R_2WN0I8NBXLO7Ipc,NA,NA,NA,NA,anonymous,EN,602531352b5c572cbca48f56,7,7,7,6,8,6,8,8,8,6,8,8,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,8,8,9,9,9,9,9,9,8,2,1,1,8,7,5,8,8,5,7,7,7,6,8,6,8,7,8,6,8,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,8,8,5,8,9,6,2,2,2,2,2,2,2,2,2,2,1,,1,4,6,38,0,,9,1,2,no comments
09-04-21 23:21,09-04-21 23:41,0,100,1169,1,09-04-21 23:41,R_3EG8PDDf8j2m5vC,NA,NA,NA,NA,anonymous,EN,605dd616207b7c2ba38c8f72,6,5,6,5,4,4,6,4,4,4,5,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,6,7,7,7,6,7,4,4,6,4,5,7,4,4,4,1,1,1,4,6,4,4,4,5,4,5,5,5,4,3,4,4,4,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,6,7,7,6,5,5,5,4,5,5,5,7,3,4,4,1,1,1,4,5,5,4,4,4,2,2,2,1,1,1,1,1,1,1,3,,6,5,6,35,0,,185,1,0,No
09-04-21 23:35,09-04-21 23:41,0,100,356,1,09-04-21 23:41,R_1NsOPXeZR9IDO7C,NA,NA,NA,NA,anonymous,EN,606e17469d8fcd78f12569c5,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,8,7,9,5,6,5,3,5,5,4,4,5,3,6,3,1,1,1,2,1,1,1,2,1,3,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,9,7,9,5,6,5,4,4,4,6,5,5,3,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,4,7,30,1,,185,1,3,
09-04-21 23:36,09-04-21 23:42,0,100,333,1,09-04-21 23:42,R_33wIXfD4rAYkVGC,NA,NA,NA,NA,anonymous,EN,5a4a94fef7b7bc00014e1462,7,8,8,5,6,3,3,7,7,5,5,5,1,1,1,5,3,2,4,6,5,2,3,2,1,1,2,7,6,7,9,7,9,6,7,7,5,3,4,7,8,6,1,9,6,1,1,1,6,7,4,5,6,4,7,8,7,5,7,3,4,6,6,4,5,5,1,1,2,5,3,2,3,6,6,1,5,4,1,1,2,7,6,6,9,8,9,7,4,6,5,3,4,6,8,7,1,9,5,1,1,1,5,5,5,5,6,5,2,2,2,2,1,1,1,1,1,1,1,,7,8,8,32,1,,185,1,0,good engaging study to do
09-04-21 23:35,09-04-21 23:42,0,100,393,1,09-04-21 23:42,R_AgFs1O0VPjo4Dvj,NA,NA,NA,NA,anonymous,EN,5fec06ae197628d566cdc782,9,9,9,9,9,9,9,9,9,8,8,6,7,1,1,9,9,8,9,9,9,8,9,9,9,9,9,9,1,9,8,8,9,6,4,4,6,1,8,8,9,6,9,9,7,1,1,1,8,8,8,8,8,8,9,9,9,9,9,9,8,9,9,8,9,6,3,1,1,9,9,8,9,9,9,9,9,9,9,9,9,9,1,9,7,9,9,3,3,3,6,1,8,7,9,5,9,9,7,1,1,1,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,1,,1,1,4,51,0,,185,0,-3,
09-04-21 23:39,09-04-21 23:42,0,100,170,1,09-04-21 23:42,R_3QKm2Kk2GA3hm55,NA,NA,NA,NA,anonymous,EN,5cc5aec9ef83da0001cffead,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,2,2,22,1,,185,0,0,
09-04-21 23:30,09-04-21 23:42,0,100,718,1,09-04-21 23:42,R_2rvXxPYYWzlr3sO,NA,NA,NA,NA,anonymous,EN,5b9c1a42c57b4b0001eedc61,9,9,9,9,8,8,8,8,8,2,6,6,2,2,2,7,7,2,8,8,9,8,8,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,3,8,8,8,9,9,8,9,8,9,8,8,8,8,8,8,3,5,4,2,3,3,6,5,3,6,8,9,8,8,3,2,9,3,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,6,6,5,8,9,9,9,9,8,2,2,2,2,2,2,2,2,1,1,5,i eat it all,1,2,4,53,0,,185,0,-3,no
09-04-21 23:36,09-04-21 23:43,0,100,406,1,09-04-21 23:43,R_1gq0vPY766Wc6rW,NA,NA,NA,NA,anonymous,EN,5ec856b30b73c132c0a1d46a,9,9,9,9,9,9,9,9,9,9,9,9,7,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,7,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,9,9,9,9,5,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,5,2,2,2,2,2,1,1,1,1,1,1,,2,5,8,26,9,nonbinary,82,0,-3,
09-04-21 23:36,09-04-21 23:43,0,100,444,1,09-04-21 23:43,R_1OUeTU0Z7XGNPsY,NA,NA,NA,NA,anonymous,EN,5e714946623963000892c179,9,9,7,8,6,6,6,7,7,1,4,3,1,1,1,7,6,3,7,7,7,7,7,7,6,2,6,8,8,7,9,9,9,9,8,9,8,6,6,8,8,9,9,9,9,5,3,6,3,3,2,7,6,2,9,9,7,7,6,6,7,7,6,1,3,3,1,1,1,6,3,3,4,7,7,6,7,7,6,2,6,7,6,7,9,9,9,9,8,9,9,5,7,8,8,9,9,9,9,5,3,2,4,5,3,6,6,1,2,2,2,2,2,2,1,1,1,1,1,,1,7,8,19,9,nonbinary,185,0,-3,
09-04-21 23:34,09-04-21 23:44,0,100,559,1,09-04-21 23:44,R_3DtKSCyGxoIzwdW,NA,NA,NA,NA,anonymous,EN,5eb8f015b08c868458f2ea80,7,6,5,5,5,5,5,5,5,1,2,7,1,1,1,3,3,1,2,5,7,4,5,3,2,2,2,5,5,5,9,9,9,8,8,8,8,7,8,7,7,8,9,9,8,2,1,1,4,4,1,9,7,1,5,5,5,4,5,5,5,5,5,1,2,4,1,1,1,2,2,1,2,5,4,4,4,2,3,1,1,4,5,5,9,9,9,8,8,8,8,8,8,7,7,8,9,9,8,2,1,1,1,1,1,7,6,1,2,2,2,1,1,1,1,1,1,1,1,,2,7,8,30,0,,9,0,-2,
09-04-21 23:37,09-04-21 23:44,0,100,431,1,09-04-21 23:44,R_2WAPJ1WXaOCAnAv,NA,NA,NA,NA,anonymous,EN,5eeab8dbac2ca01de4018af0,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,5,5,7,5,1,5,5,6,6,6,6,4,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,5,5,6,5,3,5,4,6,6,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6,7,7,26,0,,185,0,-2,no
09-04-21 23:42,09-04-21 23:45,0,100,185,1,09-04-21 23:45,R_vototTzli078vfz,NA,NA,NA,NA,anonymous,EN,5dbc73047d3d3622bcd31170,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,9,5,6,8,4,5,4,5,7,7,1,7,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,9,6,5,7,4,1,2,5,7,5,1,5,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,2,6,49,0,,185,1,3,no
09-04-21 23:39,09-04-21 23:45,0,100,348,1,09-04-21 23:45,R_2tGnCWICo8CF6uG,NA,NA,NA,NA,anonymous,EN,573bc4fbf3580b000fce0af4,8,6,8,8,6,4,4,5,6,2,5,8,1,1,1,5,6,3,6,8,8,7,7,4,1,3,4,5,7,7,8,8,9,6,5,6,5,3,4,8,8,7,5,7,7,2,1,2,7,4,6,7,5,8,8,6,7,8,8,6,6,6,7,2,4,8,1,2,2,7,6,2,6,8,7,7,8,5,1,2,3,7,5,7,8,8,9,5,5,6,5,2,5,7,8,7,5,7,7,1,1,2,8,4,4,7,7,8,2,2,2,2,2,2,2,1,1,1,1,,1,5,5,29,0,,185,0,2,"No, thanks! :)"
09-04-21 23:42,09-04-21 23:46,0,100,213,1,09-04-21 23:46,R_1f18Qn5M16Mosvm,NA,NA,NA,NA,anonymous,EN,5630246f733ea0000f1633dd,7,7,6,7,7,6,6,5,6,4,7,2,2,3,3,7,5,3,6,7,7,7,6,7,6,4,4,6,7,8,8,8,9,7,7,9,6,5,7,6,7,7,7,7,7,6,3,3,7,7,2,5,4,3,7,7,7,8,6,6,6,5,5,3,7,3,3,4,5,7,7,4,7,6,7,7,7,6,2,4,5,6,6,8,9,8,9,8,7,8,7,5,7,6,7,8,8,7,7,3,3,2,7,7,5,4,7,3,2,2,2,2,2,1,1,1,1,1,1,,2,4,7,35,0,,185,1,-2,
09-04-21 23:35,09-04-21 23:46,0,100,622,1,09-04-21 23:46,R_2dRAr2KD9TakIYj,NA,NA,NA,NA,anonymous,EN,602c35c909e86b4b9554274b,8,8,7,5,6,4,4,4,5,4,3,6,2,4,2,4,4,2,4,5,6,6,6,5,3,3,3,6,7,7,9,9,9,7,8,7,7,5,7,4,7,7,7,8,6,2,1,1,6,5,3,6,7,6,8,7,7,4,5,5,3,4,5,3,3,6,2,3,2,4,3,2,3,5,6,5,5,3,3,3,3,6,7,7,9,9,9,7,8,8,7,7,7,7,7,7,7,7,7,1,1,1,6,5,5,6,6,5,2,2,2,2,1,1,1,1,1,1,1,,5,7,8,23,1,,9,0,-1,
09-04-21 23:34,09-04-21 23:46,0,100,708,1,09-04-21 23:46,R_6g7DuPdpqeE82AN,NA,NA,NA,NA,anonymous,EN,5f2eebd9d21e322a9ed68f09,7,5,7,5,5,4,4,5,5,1,2,4,1,1,1,4,4,1,4,5,6,5,5,3,1,1,1,7,5,5,8,8,9,5,5,7,3,4,6,5,8,6,5,6,4,1,1,1,5,5,5,5,8,5,8,5,7,5,5,5,5,5,5,1,2,4,1,1,1,4,3,1,4,5,6,5,5,4,1,1,1,6,5,5,7,8,9,5,4,7,3,4,5,5,7,6,5,6,3,1,1,1,5,5,5,5,7,5,2,2,2,2,2,2,1,1,1,1,1,,2,3,6,46,0,,185,0,2,No
09-04-21 23:40,09-04-21 23:47,0,100,464,1,09-04-21 23:47,R_2uD1zolkpCpxjlI,NA,NA,NA,NA,anonymous,EN,5f945fa9e944e4277625fe01,8,8,6,7,6,4,5,6,6,2,4,8,2,1,1,4,4,2,5,7,8,6,7,3,2,1,2,9,7,9,9,9,9,7,9,5,6,7,7,6,8,6,7,8,6,1,3,1,5,8,4,5,6,2,8,8,8,7,6,4,4,6,7,2,4,8,2,1,2,4,3,2,5,7,8,4,7,3,2,2,2,8,7,9,9,9,9,8,9,7,7,7,7,6,8,8,8,9,6,1,3,1,5,8,7,4,6,2,2,2,1,1,1,1,1,1,1,1,1,,6,5,8,44,1,,185,1,1,I don't have any questions or comments.
09-04-21 23:40,09-04-21 23:47,0,100,467,1,09-04-21 23:47,R_1dvh6vB9ZWLtPPy,NA,NA,NA,NA,anonymous,EN,6023110345b1fd162cd496d6,9,8,9,8,9,8,9,9,8,8,9,9,1,9,2,5,8,7,9,9,7,9,9,5,7,3,7,4,7,9,7,9,9,9,9,9,9,3,5,3,7,4,9,8,6,1,1,1,7,6,7,2,3,1,9,9,9,9,9,7,9,9,7,6,9,9,1,9,1,4,7,8,9,9,7,4,8,5,5,4,5,6,9,9,6,9,9,3,9,9,9,3,5,3,6,6,9,7,7,1,1,1,5,6,6,2,2,1,2,2,2,2,2,2,2,1,1,1,1,,2,5,4,20,0,,185,0,0,
09-04-21 23:39,09-04-21 23:48,0,100,534,1,09-04-21 23:48,R_2CPaqSLB2JFX4Hc,NA,NA,NA,NA,anonymous,EN,5c9d67af9e01ef000197cd15,7,7,5,5,5,5,5,5,5,5,5,5,1,2,1,5,2,2,5,5,5,2,1,2,1,2,5,5,5,5,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,5,2,2,5,5,5,5,6,5,7,7,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,1,1,1,5,5,5,5,8,9,8,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,57,0,,9,0,-2,
09-04-21 23:42,09-04-21 23:48,0,100,349,1,09-04-21 23:48,R_215PBlI0AYUp714,NA,NA,NA,NA,anonymous,EN,5f9a0073cc413a1050ef4cb4,9,9,9,9,9,9,9,9,9,8,9,6,4,4,4,9,9,4,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,9,5,5,6,5,9,9,9,9,9,9,9,9,9,8,9,6,4,4,4,9,9,4,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,5,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,,3,6,8,24,1,,185,1,1,
09-04-21 23:43,09-04-21 23:48,0,100,328,1,09-04-21 23:48,R_1M3Xl4CgwonntKJ,NA,NA,NA,NA,anonymous,EN,5df9fc638f1faf7631f88d3e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8,8,8,21,0,,185,0,0,
09-04-21 23:42,09-04-21 23:48,0,100,368,1,09-04-21 23:48,R_2yd7VqprKMEkvmw,NA,NA,NA,NA,anonymous,EN,5a64417931b87a0001c6f48b,3,2,4,2,2,3,3,2,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,4,2,9,9,9,8,8,8,7,6,7,6,9,8,3,8,7,5,2,1,3,2,3,1,3,1,3,2,4,2,3,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,9,9,9,8,9,8,6,4,6,8,9,9,3,8,6,1,1,1,1,3,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,,6,7,8,57,0,,185,1,1,No
09-04-21 23:38,09-04-21 23:48,0,100,588,1,09-04-21 23:48,R_1jJKCz5rwS56IG3,NA,NA,NA,NA,anonymous,EN,5e88f68b9d42f104bde5f618,6,8,8,3,4,3,3,4,3,3,5,5,2,3,3,4,4,6,3,5,5,5,6,3,4,3,3,6,6,6,9,9,9,6,6,6,7,6,5,5,6,6,7,8,7,2,2,1,6,5,2,5,6,5,6,5,7,5,3,4,3,3,3,2,3,6,2,2,2,4,3,2,3,5,6,4,4,2,2,2,3,5,5,6,9,9,9,5,6,5,7,5,7,6,6,7,7,7,7,1,1,1,6,2,2,7,7,5,2,2,2,2,2,2,2,2,2,2,3,,1,1,1,35,0,,185,0,-2,
09-04-21 23:35,09-04-21 23:49,0,100,849,1,09-04-21 23:49,R_1lmm0nPLC3ZGP9x,NA,NA,NA,NA,anonymous,EN,5b9b3977cc5dd0000165ff0b,7,7,6,6,7,6,5,6,6,1,4,1,1,1,1,2,5,1,5,6,4,6,6,2,5,1,3,6,6,6,9,9,9,7,8,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,2,1,1,7,5,6,6,5,6,5,5,6,1,2,1,1,1,1,3,4,1,5,7,5,5,5,3,2,1,5,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,,3,4,7,45,1,,185,1,0,Interesting study. Thanks
09-04-21 23:44,09-04-21 23:50,0,100,304,1,09-04-21 23:50,R_D2yBUmzi7y05qvL,NA,NA,NA,NA,anonymous,EN,5f396bc1a1a8740c2e13eb54,9,9,9,8,9,9,8,8,9,5,9,5,1,6,1,9,6,6,7,9,9,8,9,7,6,4,8,9,9,9,9,9,9,7,8,8,9,7,8,8,9,9,9,9,9,1,1,1,9,9,7,9,9,8,9,9,9,9,9,9,8,9,9,5,8,6,1,4,1,9,6,6,7,9,9,9,9,6,6,5,7,9,9,9,9,9,9,8,8,8,9,8,8,8,9,9,9,9,9,1,1,1,9,8,7,9,9,9,2,2,2,2,2,2,2,1,1,1,1,,2,5,7,28,0,,185,0,-2,
09-04-21 23:45,09-04-21 23:51,0,100,319,1,09-04-21 23:51,R_3q9Cu80GJZGofMh,NA,NA,NA,NA,anonymous,EN,5ff37fcafef4d1958f4ac4a3,8,8,8,7,8,8,7,7,4,4,3,8,3,2,3,6,7,4,7,8,8,8,8,6,4,6,4,8,8,8,9,9,9,8,7,8,8,8,8,8,8,8,8,9,9,2,3,3,8,7,4,8,9,9,7,7,6,6,7,7,7,7,3,4,5,7,3,3,4,4,6,3,4,8,8,8,8,2,4,5,3,8,8,8,9,9,9,8,8,8,8,8,8,7,8,8,8,9,8,2,2,2,8,6,6,8,8,8,2,2,2,2,2,2,2,2,2,2,4,,1,1,1,42,0,,185,0,-3,
09-04-21 23:44,09-04-21 23:51,0,100,385,1,09-04-21 23:51,R_vvS6DNTb4DVk7jH,NA,NA,NA,NA,anonymous,EN,5f34c4870288603e56eccc60,5,6,5,5,5,4,5,5,5,2,5,3,2,3,1,4,5,4,5,3,5,3,4,2,2,3,3,5,5,5,8,9,9,6,6,7,7,4,6,8,7,6,7,5,6,2,2,2,4,5,3,8,7,4,5,3,5,3,5,4,5,4,5,1,3,5,3,3,2,4,3,2,4,5,5,3,5,2,2,5,2,5,5,5,8,8,9,5,8,7,5,5,7,7,6,5,5,5,6,2,2,1,5,4,4,5,5,2,1,1,1,1,1,1,1,1,1,1,1,,1,2,7,40,1,,185,1,2,
09-04-21 23:42,09-04-21 23:51,0,100,527,1,09-04-21 23:51,R_eV6IweaQYW82Frj,NA,NA,NA,NA,anonymous,EN,5e59f8caeeb2101feb56f310,9,7,8,6,5,3,4,6,6,2,2,8,1,1,1,3,2,1,4,6,8,3,6,3,1,1,3,7,7,8,9,9,9,8,7,7,7,7,8,5,8,8,7,9,8,2,3,1,7,6,6,9,5,6,9,9,6,6,5,2,4,5,5,1,3,7,1,1,1,2,2,1,1,6,8,3,7,2,1,1,2,7,5,7,9,9,9,7,8,6,8,8,7,5,9,8,8,9,9,2,2,1,7,5,6,9,6,4,2,2,2,2,2,2,2,2,2,2,1,,4,6,8,29,0,,185,0,-1,no
09-04-21 23:47,09-04-21 23:51,0,100,273,1,09-04-21 23:51,R_xkZYPG84eT9Ju4V,NA,NA,NA,NA,anonymous,EN,5ddd675deb3973cbee9e415c,5,7,4,5,5,5,3,1,5,2,1,5,2,1,2,1,1,1,1,4,1,1,7,1,1,1,1,4,4,4,9,8,8,7,6,6,6,6,6,6,7,7,6,6,4,1,1,1,4,2,1,4,6,6,5,6,4,2,4,4,2,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,4,4,9,7,8,6,6,6,6,6,6,6,6,7,6,6,3,1,1,1,1,2,1,1,4,6,2,2,2,2,2,1,1,1,1,1,1,,5,5,5,25,1,,185,0,1,
